caller,callee,method,params,returns
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.OwnerRepository,findById,java.lang.Integer,java.util.Optional<org.springframework.samples.petclinic.owner.Owner>
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,getPet,java.lang.Integer,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,addPet,org.springframework.samples.petclinic.owner.Pet,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,getPet,java.lang.String;boolean,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,addPet,org.springframework.samples.petclinic.owner.Pet,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,getPet,java.lang.String;boolean,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.BaseEntity,getId,,java.lang.Integer
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.BaseEntity,getId,,java.lang.Integer
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.BaseEntity,getId,,java.lang.Integer
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,getPet,java.lang.Integer,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.NamedEntity,setName,java.lang.String,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,setBirthDate,java.time.LocalDate,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,setType,org.springframework.samples.petclinic.owner.PetType,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,getType,,org.springframework.samples.petclinic.owner.PetType
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Owner,addPet,org.springframework.samples.petclinic.owner.Pet,void
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,<init>,,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.PetValidator,<init>,,org.springframework.samples.petclinic.owner.PetValidator
org.springframework.samples.petclinic.owner.PetController,org.springframework.samples.petclinic.owner.Pet,<init>,,org.springframework.samples.petclinic.owner.Pet
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.owner.Pet,getType,,org.springframework.samples.petclinic.owner.PetType
org.springframework.samples.petclinic.owner.PetValidator,org.springframework.samples.petclinic.owner.Pet,getBirthDate,,java.time.LocalDate
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,getId,,java.lang.Integer
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.NamedEntity,getName,,java.lang.String
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,getId,,java.lang.Integer
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.BaseEntity,isNew,,boolean
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.Person,getLastName,,java.lang.String
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.model.Person,getFirstName,,java.lang.String
org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,addVisit,org.springframework.samples.petclinic.owner.Visit,void
