srcClass,srcMethod,dstClass,dstMethod
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,org.mybatis.jpetstore.domain.Account,getFavouriteCategoryId
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,org.mybatis.jpetstore.domain.Account,getUsername
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,org.mybatis.jpetstore.service.AccountService,getAccount
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,org.mybatis.jpetstore.service.AccountService,updateAccount
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,org.mybatis.jpetstore.service.CatalogService,getProductListByCategory
org.mybatis.jpetstore.web.actions.AccountActionBean,getPassword,org.mybatis.jpetstore.domain.Account,getPassword
org.mybatis.jpetstore.web.actions.AccountActionBean,getUsername,org.mybatis.jpetstore.domain.Account,getUsername
org.mybatis.jpetstore.web.actions.AccountActionBean,isAuthenticated,org.mybatis.jpetstore.domain.Account,getUsername
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,org.mybatis.jpetstore.domain.Account,getFavouriteCategoryId
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,org.mybatis.jpetstore.domain.Account,getUsername
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,org.mybatis.jpetstore.service.AccountService,getAccount
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,org.mybatis.jpetstore.service.AccountService,insertAccount
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,org.mybatis.jpetstore.service.CatalogService,getProductListByCategory
org.mybatis.jpetstore.web.actions.AccountActionBean,setPassword,org.mybatis.jpetstore.domain.Account,setPassword
org.mybatis.jpetstore.web.actions.AccountActionBean,setUsername,org.mybatis.jpetstore.domain.Account,setUsername
org.mybatis.jpetstore.web.actions.AccountActionBean,signon,org.mybatis.jpetstore.domain.Account,getFavouriteCategoryId
org.mybatis.jpetstore.web.actions.AccountActionBean,signon,org.mybatis.jpetstore.domain.Account,setPassword
org.mybatis.jpetstore.web.actions.AccountActionBean,signon,org.mybatis.jpetstore.service.CatalogService,getProductListByCategory
org.mybatis.jpetstore.web.actions.AccountActionBean,unknown,org.mybatis.jpetstore.domain.Account,<init>
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,org.mybatis.jpetstore.domain.Cart,addItem
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,org.mybatis.jpetstore.domain.Cart,containsItemId
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,org.mybatis.jpetstore.domain.Cart,incrementQuantityByItemId
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,org.mybatis.jpetstore.service.CatalogService,getItem
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,org.mybatis.jpetstore.service.CatalogService,isItemInStock
org.mybatis.jpetstore.web.actions.CartActionBean,clear,org.mybatis.jpetstore.domain.Cart,<init>
org.mybatis.jpetstore.web.actions.CartActionBean,removeItemFromCart,org.mybatis.jpetstore.domain.Cart,removeItemById
org.mybatis.jpetstore.web.actions.CartActionBean,unknown,org.mybatis.jpetstore.domain.Cart,<init>
org.mybatis.jpetstore.web.actions.CartActionBean,updateCartQuantities,org.mybatis.jpetstore.domain.CartItem,getItem
org.mybatis.jpetstore.web.actions.CartActionBean,updateCartQuantities,org.mybatis.jpetstore.domain.Item,getItemId
org.mybatis.jpetstore.web.actions.CatalogActionBean,searchProducts,org.mybatis.jpetstore.service.CatalogService,searchProductList
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewCategory,org.mybatis.jpetstore.service.CatalogService,getCategory
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewCategory,org.mybatis.jpetstore.service.CatalogService,getProductListByCategory
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewItem,org.mybatis.jpetstore.domain.Item,getProduct
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewItem,org.mybatis.jpetstore.service.CatalogService,getItem
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewProduct,org.mybatis.jpetstore.service.CatalogService,getItemListByProduct
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewProduct,org.mybatis.jpetstore.service.CatalogService,getProduct
org.mybatis.jpetstore.web.actions.OrderActionBean,clear,org.mybatis.jpetstore.domain.Order,<init>
org.mybatis.jpetstore.web.actions.OrderActionBean,getOrderId,org.mybatis.jpetstore.domain.Order,getOrderId
org.mybatis.jpetstore.web.actions.OrderActionBean,newOrder,org.mybatis.jpetstore.service.OrderService,insertOrder
org.mybatis.jpetstore.web.actions.OrderActionBean,setOrderId,org.mybatis.jpetstore.domain.Order,setOrderId
org.mybatis.jpetstore.web.actions.OrderActionBean,unknown,org.mybatis.jpetstore.domain.Order,<init>
org.mybatis.jpetstore.web.actions.OrderActionBean,viewOrder,org.mybatis.jpetstore.domain.Order,getOrderId
org.mybatis.jpetstore.web.actions.OrderActionBean,viewOrder,org.mybatis.jpetstore.domain.Order,getUsername
org.mybatis.jpetstore.web.actions.OrderActionBean,viewOrder,org.mybatis.jpetstore.service.OrderService,getOrder
