class,method,returnType,parameters
org.mybatis.jpetstore.domain.Item,setSupplierId,void,int
org.mybatis.jpetstore.domain.Item,getListPrice,java.math.BigDecimal,
org.mybatis.jpetstore.domain.Item,setListPrice,void,java.math.BigDecimal
org.mybatis.jpetstore.domain.Item,getUnitCost,java.math.BigDecimal,
org.mybatis.jpetstore.domain.Item,setUnitCost,void,java.math.BigDecimal
org.mybatis.jpetstore.domain.Item,getStatus,java.lang.String,
org.mybatis.jpetstore.domain.Item,setStatus,void,java.lang.String
org.mybatis.jpetstore.domain.Item,getAttribute1,java.lang.String,
org.mybatis.jpetstore.domain.Item,setAttribute1,void,java.lang.String
org.mybatis.jpetstore.domain.Item,getAttribute2,java.lang.String,
org.mybatis.jpetstore.domain.Item,setAttribute2,void,java.lang.String
org.mybatis.jpetstore.domain.Item,getAttribute3,java.lang.String,
org.mybatis.jpetstore.domain.Item,setAttribute3,void,java.lang.String
org.mybatis.jpetstore.domain.Item,getAttribute4,java.lang.String,
org.mybatis.jpetstore.domain.Item,setAttribute4,void,java.lang.String
org.mybatis.jpetstore.domain.Item,getAttribute5,java.lang.String,
org.mybatis.jpetstore.domain.Item,setAttribute5,void,java.lang.String
org.mybatis.jpetstore.domain.Item,toString,java.lang.String,
org.mybatis.jpetstore.domain.LineItem,getOrderId,int,
org.mybatis.jpetstore.domain.LineItem,setOrderId,void,int
org.mybatis.jpetstore.domain.LineItem,getLineNumber,int,
org.mybatis.jpetstore.domain.LineItem,setLineNumber,void,int
org.mybatis.jpetstore.domain.LineItem,getItemId,java.lang.String,
org.mybatis.jpetstore.domain.LineItem,setItemId,void,java.lang.String
org.mybatis.jpetstore.domain.LineItem,getUnitPrice,java.math.BigDecimal,
org.mybatis.jpetstore.domain.LineItem,setUnitPrice,void,java.math.BigDecimal
org.mybatis.jpetstore.domain.LineItem,getTotal,java.math.BigDecimal,
org.mybatis.jpetstore.domain.LineItem,getItem,org.mybatis.jpetstore.domain.Item,
org.mybatis.jpetstore.domain.LineItem,setItem,void,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.domain.LineItem,getQuantity,int,
org.mybatis.jpetstore.domain.LineItem,setQuantity,void,int
org.mybatis.jpetstore.domain.LineItem,calculateTotal,void,
org.mybatis.jpetstore.domain.Order,getOrderId,int,
org.mybatis.jpetstore.domain.Order,setOrderId,void,int
org.mybatis.jpetstore.domain.Order,getUsername,java.lang.String,
org.mybatis.jpetstore.domain.Order,setUsername,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getOrderDate,java.util.Date,
org.mybatis.jpetstore.domain.Order,setOrderDate,void,java.util.Date
org.mybatis.jpetstore.domain.Order,getShipAddress1,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipAddress1,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipAddress2,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipAddress2,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipCity,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipCity,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipState,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipState,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipZip,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipZip,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipCountry,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipCountry,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillAddress1,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillAddress1,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillAddress2,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillAddress2,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillCity,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillCity,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillState,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillState,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillZip,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillZip,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillCountry,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillCountry,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getCourier,java.lang.String,
org.mybatis.jpetstore.domain.Order,setCourier,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getTotalPrice,java.math.BigDecimal,
org.mybatis.jpetstore.domain.Order,setTotalPrice,void,java.math.BigDecimal
org.mybatis.jpetstore.domain.Order,getBillToFirstName,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillToFirstName,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getBillToLastName,java.lang.String,
org.mybatis.jpetstore.domain.Order,setBillToLastName,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipToFirstName,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipToFirstName,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getShipToLastName,java.lang.String,
org.mybatis.jpetstore.domain.Order,setShipToLastName,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getCreditCard,java.lang.String,
org.mybatis.jpetstore.domain.Order,setCreditCard,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getExpiryDate,java.lang.String,
org.mybatis.jpetstore.domain.Order,setExpiryDate,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getCardType,java.lang.String,
org.mybatis.jpetstore.domain.Order,setCardType,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getLocale,java.lang.String,
org.mybatis.jpetstore.domain.Order,setLocale,void,java.lang.String
org.mybatis.jpetstore.domain.Order,getStatus,java.lang.String,
org.mybatis.jpetstore.domain.Order,setStatus,void,java.lang.String
org.mybatis.jpetstore.domain.Order,setLineItems,void,java.util.List<org.mybatis.jpetstore.domain.LineItem>
org.mybatis.jpetstore.domain.Order,getLineItems,java.util.List<org.mybatis.jpetstore.domain.LineItem>,
org.mybatis.jpetstore.domain.Order,initOrder,void,org.mybatis.jpetstore.domain.Account;org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.domain.Order,addLineItem,void,org.mybatis.jpetstore.domain.CartItem
org.mybatis.jpetstore.domain.Order,addLineItem,void,org.mybatis.jpetstore.domain.LineItem
org.mybatis.jpetstore.domain.Product,getProductId,java.lang.String,
org.mybatis.jpetstore.domain.Product,setProductId,void,java.lang.String
org.mybatis.jpetstore.domain.Product,getCategoryId,java.lang.String,
org.mybatis.jpetstore.domain.Product,setCategoryId,void,java.lang.String
org.mybatis.jpetstore.domain.Product,getName,java.lang.String,
org.mybatis.jpetstore.domain.Product,setName,void,java.lang.String
org.mybatis.jpetstore.domain.Product,getDescription,java.lang.String,
org.mybatis.jpetstore.domain.Product,setDescription,void,java.lang.String
org.mybatis.jpetstore.domain.Product,toString,java.lang.String,
org.mybatis.jpetstore.domain.Sequence,getName,java.lang.String,
org.mybatis.jpetstore.domain.Sequence,setName,void,java.lang.String
org.mybatis.jpetstore.domain.Sequence,getNextId,int,
org.mybatis.jpetstore.domain.Sequence,setNextId,void,int
org.mybatis.jpetstore.mapper.AccountMapper,getAccountByUsername,org.mybatis.jpetstore.domain.Account,java.lang.String
org.mybatis.jpetstore.mapper.AccountMapper,getAccountByUsernameAndPassword,org.mybatis.jpetstore.domain.Account,java.lang.String;java.lang.String
org.mybatis.jpetstore.mapper.AccountMapper,insertAccount,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper,insertProfile,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper,insertSignon,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper,updateAccount,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper,updateProfile,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.AccountMapper,updateSignon,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.mapper.CategoryMapper,getCategoryList,java.util.List<org.mybatis.jpetstore.domain.Category>,
org.mybatis.jpetstore.mapper.CategoryMapper,getCategory,org.mybatis.jpetstore.domain.Category,java.lang.String
org.mybatis.jpetstore.mapper.ItemMapper,updateInventoryQuantity,void,java.util.Map<java.lang.String, java.lang.Object>
org.mybatis.jpetstore.mapper.ItemMapper,getInventoryQuantity,int,java.lang.String
org.mybatis.jpetstore.mapper.ItemMapper,getItemListByProduct,java.util.List<org.mybatis.jpetstore.domain.Item>,java.lang.String
org.mybatis.jpetstore.mapper.ItemMapper,getItem,org.mybatis.jpetstore.domain.Item,java.lang.String
org.mybatis.jpetstore.mapper.LineItemMapper,getLineItemsByOrderId,java.util.List<org.mybatis.jpetstore.domain.LineItem>,int
org.mybatis.jpetstore.mapper.LineItemMapper,insertLineItem,void,org.mybatis.jpetstore.domain.LineItem
org.mybatis.jpetstore.mapper.OrderMapper,getOrdersByUsername,java.util.List<org.mybatis.jpetstore.domain.Order>,java.lang.String
org.mybatis.jpetstore.mapper.OrderMapper,getOrder,org.mybatis.jpetstore.domain.Order,int
org.mybatis.jpetstore.mapper.OrderMapper,insertOrder,void,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.OrderMapper,insertOrderStatus,void,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.mapper.ProductMapper,getProductListByCategory,java.util.List<org.mybatis.jpetstore.domain.Product>,java.lang.String
org.mybatis.jpetstore.mapper.ProductMapper,getProduct,org.mybatis.jpetstore.domain.Product,java.lang.String
org.mybatis.jpetstore.mapper.ProductMapper,searchProductList,java.util.List<org.mybatis.jpetstore.domain.Product>,java.lang.String
org.mybatis.jpetstore.mapper.SequenceMapper,getSequence,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.domain.Sequence
org.mybatis.jpetstore.mapper.SequenceMapper,updateSequence,void,org.mybatis.jpetstore.domain.Sequence
org.mybatis.jpetstore.service.AccountService,getAccount,org.mybatis.jpetstore.domain.Account,java.lang.String
org.mybatis.jpetstore.service.AccountService,getAccount,org.mybatis.jpetstore.domain.Account,java.lang.String;java.lang.String
org.mybatis.jpetstore.service.AccountService,insertAccount,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.service.AccountService,updateAccount,void,org.mybatis.jpetstore.domain.Account
org.mybatis.jpetstore.service.CatalogService,getCategoryList,java.util.List<org.mybatis.jpetstore.domain.Category>,
org.mybatis.jpetstore.service.CatalogService,getCategory,org.mybatis.jpetstore.domain.Category,java.lang.String
org.mybatis.jpetstore.service.CatalogService,getProduct,org.mybatis.jpetstore.domain.Product,java.lang.String
org.mybatis.jpetstore.service.CatalogService,getProductListByCategory,java.util.List<org.mybatis.jpetstore.domain.Product>,java.lang.String
org.mybatis.jpetstore.service.CatalogService,searchProductList,java.util.List<org.mybatis.jpetstore.domain.Product>,java.lang.String
org.mybatis.jpetstore.service.CatalogService,getItemListByProduct,java.util.List<org.mybatis.jpetstore.domain.Item>,java.lang.String
org.mybatis.jpetstore.service.CatalogService,getItem,org.mybatis.jpetstore.domain.Item,java.lang.String
org.mybatis.jpetstore.service.CatalogService,isItemInStock,boolean,java.lang.String
org.mybatis.jpetstore.service.OrderService,insertOrder,void,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.service.OrderService,getOrder,org.mybatis.jpetstore.domain.Order,int
org.mybatis.jpetstore.service.OrderService,getOrdersByUsername,java.util.List<org.mybatis.jpetstore.domain.Order>,java.lang.String
org.mybatis.jpetstore.service.OrderService,getNextId,int,java.lang.String
org.mybatis.jpetstore.web.actions.AbstractActionBean,setMessage,void,java.lang.String
org.mybatis.jpetstore.web.actions.AbstractActionBean,getContext,ActionBeanContext,
org.mybatis.jpetstore.web.actions.AbstractActionBean,setContext,void,ActionBeanContext
org.mybatis.jpetstore.web.actions.AccountActionBean,getAccount,org.mybatis.jpetstore.domain.Account,
org.mybatis.jpetstore.web.actions.AccountActionBean,getUsername,java.lang.String,
org.mybatis.jpetstore.web.actions.AccountActionBean,setUsername,void,java.lang.String
org.mybatis.jpetstore.web.actions.AccountActionBean,getPassword,java.lang.String,
org.mybatis.jpetstore.web.actions.AccountActionBean,setPassword,void,java.lang.String
org.mybatis.jpetstore.web.actions.AccountActionBean,getMyList,java.util.List<org.mybatis.jpetstore.domain.Product>,
org.mybatis.jpetstore.web.actions.AccountActionBean,setMyList,void,java.util.List<org.mybatis.jpetstore.domain.Product>
org.mybatis.jpetstore.web.actions.AccountActionBean,getLanguages,java.util.List<java.lang.String>,
org.mybatis.jpetstore.web.actions.AccountActionBean,getCategories,java.util.List<java.lang.String>,
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccountForm,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,newAccount,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccountForm,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,editAccount,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,signonForm,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,signon,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,signoff,Resolution,
org.mybatis.jpetstore.web.actions.AccountActionBean,isAuthenticated,boolean,
org.mybatis.jpetstore.web.actions.AccountActionBean,clear,void,
org.mybatis.jpetstore.web.actions.CartActionBean,getCart,org.mybatis.jpetstore.domain.Cart,
org.mybatis.jpetstore.web.actions.CartActionBean,setCart,void,org.mybatis.jpetstore.domain.Cart
org.mybatis.jpetstore.web.actions.CartActionBean,setWorkingItemId,void,java.lang.String
org.mybatis.jpetstore.web.actions.CartActionBean,addItemToCart,Resolution,
org.mybatis.jpetstore.web.actions.CartActionBean,removeItemFromCart,Resolution,
org.mybatis.jpetstore.web.actions.CartActionBean,updateCartQuantities,Resolution,
org.mybatis.jpetstore.web.actions.CartActionBean,viewCart,ForwardResolution,
org.mybatis.jpetstore.web.actions.CartActionBean,checkOut,ForwardResolution,
org.mybatis.jpetstore.web.actions.CartActionBean,clear,void,
org.mybatis.jpetstore.web.actions.CatalogActionBean,getKeyword,java.lang.String,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setKeyword,void,java.lang.String
org.mybatis.jpetstore.web.actions.CatalogActionBean,getCategoryId,java.lang.String,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setCategoryId,void,java.lang.String
org.mybatis.jpetstore.web.actions.CatalogActionBean,getProductId,java.lang.String,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setProductId,void,java.lang.String
org.mybatis.jpetstore.web.actions.CatalogActionBean,getItemId,java.lang.String,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setItemId,void,java.lang.String
org.mybatis.jpetstore.web.actions.CatalogActionBean,getCategory,org.mybatis.jpetstore.domain.Category,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setCategory,void,org.mybatis.jpetstore.domain.Category
org.mybatis.jpetstore.web.actions.CatalogActionBean,getProduct,org.mybatis.jpetstore.domain.Product,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setProduct,void,org.mybatis.jpetstore.domain.Product
org.mybatis.jpetstore.web.actions.CatalogActionBean,getItem,org.mybatis.jpetstore.domain.Item,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setItem,void,org.mybatis.jpetstore.domain.Item
org.mybatis.jpetstore.web.actions.CatalogActionBean,getCategoryList,java.util.List<org.mybatis.jpetstore.domain.Category>,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setCategoryList,void,java.util.List<org.mybatis.jpetstore.domain.Category>
org.mybatis.jpetstore.web.actions.CatalogActionBean,getProductList,java.util.List<org.mybatis.jpetstore.domain.Product>,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setProductList,void,java.util.List<org.mybatis.jpetstore.domain.Product>
org.mybatis.jpetstore.web.actions.CatalogActionBean,getItemList,java.util.List<org.mybatis.jpetstore.domain.Item>,
org.mybatis.jpetstore.web.actions.CatalogActionBean,setItemList,void,java.util.List<org.mybatis.jpetstore.domain.Item>
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewMain,ForwardResolution,
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewCategory,ForwardResolution,
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewProduct,ForwardResolution,
org.mybatis.jpetstore.web.actions.CatalogActionBean,viewItem,ForwardResolution,
org.mybatis.jpetstore.web.actions.CatalogActionBean,searchProducts,ForwardResolution,
org.mybatis.jpetstore.web.actions.CatalogActionBean,clear,void,
org.mybatis.jpetstore.web.actions.OrderActionBean,getOrderId,int,
org.mybatis.jpetstore.web.actions.OrderActionBean,setOrderId,void,int
org.mybatis.jpetstore.web.actions.OrderActionBean,getOrder,org.mybatis.jpetstore.domain.Order,
org.mybatis.jpetstore.web.actions.OrderActionBean,setOrder,void,org.mybatis.jpetstore.domain.Order
org.mybatis.jpetstore.web.actions.OrderActionBean,isShippingAddressRequired,boolean,
org.mybatis.jpetstore.web.actions.OrderActionBean,setShippingAddressRequired,void,boolean
org.mybatis.jpetstore.web.actions.OrderActionBean,isConfirmed,boolean,
org.mybatis.jpetstore.web.actions.OrderActionBean,setConfirmed,void,boolean
org.mybatis.jpetstore.web.actions.OrderActionBean,getCreditCardTypes,java.util.List<java.lang.String>,
org.mybatis.jpetstore.web.actions.OrderActionBean,getOrderList,java.util.List<org.mybatis.jpetstore.domain.Order>,
org.mybatis.jpetstore.web.actions.OrderActionBean,listOrders,Resolution,
org.mybatis.jpetstore.web.actions.OrderActionBean,newOrderForm,Resolution,
org.mybatis.jpetstore.web.actions.OrderActionBean,newOrder,Resolution,
org.mybatis.jpetstore.web.actions.OrderActionBean,viewOrder,Resolution,
org.mybatis.jpetstore.web.actions.OrderActionBean,clear,void,
