src,dst,type,weight
com.ibm.websphere.samples.pbw.jpa.OrderItem,com.ibm.websphere.samples.pbw.jpa.OrderItem.PK,CALL,2
com.ibm.websphere.samples.pbw.jpa.OrderItem.PK,com.ibm.websphere.samples.pbw.utils.Util,CALL,5
com.ibm.websphere.samples.pbw.utils.ListProperties,com.ibm.websphere.samples.pbw.utils.Util,CALL,7
com.ibm.websphere.samples.pbw.utils.Util,com.ibm.websphere.samples.pbw.utils.ListProperties,FIELD,1
com.ibm.websphere.samples.pbw.utils.Util,com.ibm.websphere.samples.pbw.utils.ListProperties,CALL,3
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.CustomerMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.MailerBean,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.jpa.Customer,FIELD,2
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.war.LoginInfo,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.war.OrderInfo,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.war.LoginInfo,CALL,13
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.CustomerMgr,CALL,4
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.jpa.Customer,CALL,27
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.war.ShoppingBean,CALL,1
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.utils.Util,CALL,2
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.war.OrderInfo,CALL,25
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,CALL,3
com.ibm.websphere.samples.pbw.war.AccountBean,com.ibm.websphere.samples.pbw.bean.MailerBean,CALL,1
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.bean.CustomerMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.utils.Util,CALL,18
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.bean.CustomerMgr,CALL,4
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,CALL,3
com.ibm.websphere.samples.pbw.war.AccountServlet,com.ibm.websphere.samples.pbw.jpa.Customer,CALL,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.SuppliersBean,FIELD,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.CustomerMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.BackOrderMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.ResetDBBean,FIELD,1
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.utils.Util,CALL,29
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.SuppliersBean,CALL,2
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.war.Populate,CALL,2
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.BackOrderMgr,CALL,6
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,CALL,2
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.war.BackOrderItem,CALL,11
com.ibm.websphere.samples.pbw.war.AdminServlet,com.ibm.websphere.samples.pbw.jpa.Inventory,CALL,4
com.ibm.websphere.samples.pbw.war.BackOrderItem,com.ibm.websphere.samples.pbw.jpa.Inventory,FIELD,1
com.ibm.websphere.samples.pbw.war.BackOrderItem,com.ibm.websphere.samples.pbw.jpa.BackOrder,CALL,7
com.ibm.websphere.samples.pbw.war.BackOrderItem,com.ibm.websphere.samples.pbw.utils.Util,CALL,1
com.ibm.websphere.samples.pbw.war.HelpBean,com.ibm.websphere.samples.pbw.bean.ResetDBBean,FIELD,1
com.ibm.websphere.samples.pbw.war.HelpBean,com.ibm.websphere.samples.pbw.bean.ResetDBBean,CALL,1
com.ibm.websphere.samples.pbw.war.HelpBean,com.ibm.websphere.samples.pbw.utils.Util,CALL,2
com.ibm.websphere.samples.pbw.war.ImageServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.ImageServlet,com.ibm.websphere.samples.pbw.utils.Util,CALL,1
com.ibm.websphere.samples.pbw.war.ImageServlet,com.ibm.websphere.samples.pbw.bean.CatalogMgr,CALL,1
com.ibm.websphere.samples.pbw.war.MailAction,com.ibm.websphere.samples.pbw.bean.MailerBean,FIELD,1
com.ibm.websphere.samples.pbw.war.MailAction,com.ibm.websphere.samples.pbw.bean.MailerBean,CALL,1
com.ibm.websphere.samples.pbw.war.MailAction,com.ibm.websphere.samples.pbw.utils.Util,CALL,1
com.ibm.websphere.samples.pbw.war.OrderInfo,com.ibm.websphere.samples.pbw.jpa.Order,CALL,16
com.ibm.websphere.samples.pbw.war.OrderInfo,com.ibm.websphere.samples.pbw.utils.Util,CALL,3
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.ResetDBBean,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.CatalogMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.CustomerMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.BackOrderMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.SuppliersBean,FIELD,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.utils.Util,CALL,90
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.CatalogMgr,CALL,2
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.ResetDBBean,CALL,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.CustomerMgr,CALL,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,CALL,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.BackOrderMgr,CALL,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.bean.SuppliersBean,CALL,1
com.ibm.websphere.samples.pbw.war.Populate,com.ibm.websphere.samples.pbw.jpa.Inventory,CALL,1
com.ibm.websphere.samples.pbw.war.ProductBean,com.ibm.websphere.samples.pbw.jpa.Inventory,FIELD,1
com.ibm.websphere.samples.pbw.war.ProductBean,com.ibm.websphere.samples.pbw.utils.Util,CALL,1
com.ibm.websphere.samples.pbw.war.ProductBean,com.ibm.websphere.samples.pbw.jpa.Inventory,CALL,2
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.war.ShoppingItem,FIELD,1
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.bean.CatalogMgr,FIELD,1
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.war.ProductBean,FIELD,2
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,FIELD,1
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.war.ProductBean,CALL,4
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.jpa.Inventory,CALL,3
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.bean.ShoppingCartBean,CALL,5
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.bean.CatalogMgr,CALL,2
com.ibm.websphere.samples.pbw.war.ShoppingBean,com.ibm.websphere.samples.pbw.war.ShoppingItem,CALL,1
com.ibm.websphere.samples.pbw.war.ShoppingItem,com.ibm.websphere.samples.pbw.jpa.Inventory,FIELD,1
com.ibm.websphere.samples.pbw.war.ShoppingItem,com.ibm.websphere.samples.pbw.jpa.Inventory,CALL,38
