class,method,returnType,parameters
com.upachar.web.drug.controller.DrugController,findAllDrugsWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.drug.controller.DrugController,findDrugById,com.upachar.web.drug.domain.Drug,java.lang.Long
com.upachar.web.drug.controller.DrugController,updateDrug,com.upachar.web.drug.domain.Drug,java.lang.Long;com.upachar.web.drug.dto.DrugDto;MultipartFile
com.upachar.web.drug.controller.DrugController,findDrugsInSubCategory,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.Long
com.upachar.web.drug.controller.DrugController,getAllDrugNames,java.util.Set<java.lang.String>,
com.upachar.web.drug.controller.DrugController,getSpecialOfferDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.controller.DrugController,getTrendingDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.controller.DrugController,deleteDrug,void,java.lang.Long
com.upachar.web.drug.controller.DrugController,getLatestDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.controller.DrugController,searchDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.String
com.upachar.web.drug.controller.SubCategoryController,addSubCategory,com.upachar.web.drug.domain.SubCategory,java.lang.Long;com.upachar.web.drug.dto.SubCategoryDto
com.upachar.web.drug.controller.SubCategoryController,findByCategoryId,java.util.List<com.upachar.web.drug.domain.SubCategory>,java.lang.Long
com.upachar.web.drug.controller.SubCategoryController,editSubCategory,com.upachar.web.drug.domain.SubCategory,java.lang.Long;com.upachar.web.drug.dto.SubCategoryDto
com.upachar.web.drug.controller.SubCategoryController,deleteSubCategory,void,java.lang.Long
com.upachar.web.drug.repository.CategoryRepository,findByName,com.upachar.web.drug.domain.Category,java.lang.String
com.upachar.web.drug.repository.DosageFormRepository,findByForm,com.upachar.web.drug.domain.DosageForm,java.lang.String
com.upachar.web.drug.repository.DrugRepository,findBySubCategoryId,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.Long
com.upachar.web.drug.repository.DrugRepository,findBySpecialOffer,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.Boolean
com.upachar.web.drug.repository.DrugRepository,findByTrending,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.Boolean
com.upachar.web.drug.repository.DrugRepository,findTop10ByOrderByCreatedDateDesc,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.repository.DrugRepository,findByBrandNameLikeOrGenericNameLike,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.String;java.lang.String
com.upachar.web.drug.repository.DrugRepository,findByPriceGreaterThan,Page<Drug>,double;Pageable
com.upachar.web.drug.repository.SubCategoryRepository,findByCategoryId,java.util.List<com.upachar.web.drug.domain.SubCategory>,java.lang.Long
com.upachar.web.drug.repository.SubCategoryRepository,findByName,com.upachar.web.drug.domain.SubCategory,java.lang.String
com.upachar.web.drug.service.CategoryService,addCategory,com.upachar.web.drug.domain.Category,com.upachar.web.drug.dto.CategoryDto;MultipartFile
com.upachar.web.drug.service.CategoryService,findAll,java.util.List<com.upachar.web.drug.domain.Category>,
com.upachar.web.drug.service.CategoryService,findById,com.upachar.web.drug.domain.Category,java.lang.Long
com.upachar.web.drug.service.CategoryService,findByName,com.upachar.web.drug.domain.Category,java.lang.String
com.upachar.web.drug.service.CategoryService,deleteCategory,void,java.lang.Long
com.upachar.web.drug.service.CategoryService,editCategory,com.upachar.web.drug.domain.Category,java.lang.Long;com.upachar.web.drug.dto.CategoryDto;MultipartFile
com.upachar.web.drug.service.DosageFormService,addDosageForm,com.upachar.web.drug.domain.DosageForm,com.upachar.web.drug.dto.DosageFormDto
com.upachar.web.drug.service.DosageFormService,findAll,java.util.List<com.upachar.web.drug.domain.DosageForm>,
com.upachar.web.drug.service.DosageFormService,addAll,java.util.List<com.upachar.web.drug.domain.DosageForm>,java.util.List<com.upachar.web.drug.domain.DosageForm>
com.upachar.web.drug.service.DosageFormService,findById,com.upachar.web.drug.domain.DosageForm,java.lang.Long
com.upachar.web.drug.service.DrugService,addDrug,com.upachar.web.drug.domain.Drug,com.upachar.web.drug.dto.DrugDto;MultipartFile
com.upachar.web.drug.service.DrugService,findDrugsWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.drug.service.DrugService,findAllDrugsWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.drug.service.DrugService,findById,com.upachar.web.drug.domain.Drug,java.lang.Long
com.upachar.web.drug.service.DrugService,updateDrug,com.upachar.web.drug.domain.Drug,java.lang.Long;com.upachar.web.drug.dto.DrugDto;MultipartFile
com.upachar.web.drug.service.DrugService,getAllDrugNames,java.util.Set<java.lang.String>,
com.upachar.web.drug.service.DrugService,findBySubCategoryId,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.Long
com.upachar.web.drug.service.DrugService,getSpecialOfferDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.service.DrugService,getTrendingDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.service.DrugService,deleteDrug,void,java.lang.Long
com.upachar.web.drug.service.DrugService,deleteAllAssociatedToSubCategory,void,java.lang.Long
com.upachar.web.drug.service.DrugService,getTop10LatestDrugs,java.util.List<com.upachar.web.drug.domain.Drug>,
com.upachar.web.drug.service.DrugService,findByBrandNameRegexOrGenericNameRegex,java.util.List<com.upachar.web.drug.domain.Drug>,java.lang.String;java.lang.String
com.upachar.web.drug.service.SubCategoryService,findById,com.upachar.web.drug.domain.SubCategory,java.lang.Long
com.upachar.web.drug.service.SubCategoryService,addSubCategory,com.upachar.web.drug.domain.SubCategory,java.lang.Long;com.upachar.web.drug.dto.SubCategoryDto
com.upachar.web.drug.service.SubCategoryService,findByCategoryId,java.util.List<com.upachar.web.drug.domain.SubCategory>,java.lang.Long
com.upachar.web.drug.service.SubCategoryService,updateSubCategory,com.upachar.web.drug.domain.SubCategory,java.lang.Long;com.upachar.web.drug.dto.SubCategoryDto
com.upachar.web.drug.service.SubCategoryService,deleteSubCategory,void,java.lang.Long
com.upachar.web.exceptionhandler.ErrorResponse,getStatus,int,
com.upachar.web.exceptionhandler.ErrorResponse,setStatus,void,int
com.upachar.web.exceptionhandler.ErrorResponse,getError,java.lang.String,
com.upachar.web.exceptionhandler.ErrorResponse,setError,void,java.lang.String
com.upachar.web.exceptionhandler.ErrorResponse,getMessage,java.lang.String,
com.upachar.web.exceptionhandler.ErrorResponse,setMessage,void,java.lang.String
com.upachar.web.exceptionhandler.GlobalException,getMessage,java.lang.String,
com.upachar.web.exceptionhandler.GlobalException,getStatus,HttpStatus,
com.upachar.web.exceptionhandler.GlobalExceptionHandler,handleIOException,ResponseEntity<Object>,com.upachar.web.exceptionhandler.GlobalException;WebRequest
com.upachar.web.exceptionhandler.GlobalExceptionHandler,handleMethodArgumentNotValid,ResponseEntity<Object>,MethodArgumentNotValidException;HttpHeaders;HttpStatus;WebRequest
com.upachar.web.order.controller.OrderController,addOrder,com.upachar.web.order.domain.Order,com.upachar.web.order.dto.OrderDto;MultipartFile[]
com.upachar.web.order.controller.OrderController,findOrdersWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.order.controller.OrderController,findOrdersByUser,java.util.List<com.upachar.web.order.domain.Order>,java.lang.Long
com.upachar.web.order.controller.OrderController,orderWithPrescription,com.upachar.web.order.domain.Order,com.upachar.web.order.dto.OrderDto;MultipartFile[]
com.upachar.web.order.controller.OrderController,editOrder,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderUpdateDto
com.upachar.web.order.controller.OrderController,deleteOrder,void,java.lang.Long
com.upachar.web.order.controller.OrderController,updateOrderStatus,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderStatusDto
com.upachar.web.order.controller.OrderController,getOrderById,com.upachar.web.order.domain.Order,java.lang.Long
com.upachar.web.order.controller.OrderController,reorderOrder,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderDto
com.upachar.web.order.repository.DrugQuantityRepository,findByDrugId,java.util.List<com.upachar.web.order.domain.DrugQuantity>,java.lang.Long
com.upachar.web.order.repository.OrderRepository,findByUserId,java.util.List<com.upachar.web.order.domain.Order>,java.lang.Long
com.upachar.web.order.repository.OrderRepository,findByIdIn,java.util.List<com.upachar.web.order.domain.Order>,java.util.List<java.lang.Long>
com.upachar.web.order.service.DrugQuantityService,findByDrugId,java.util.List<com.upachar.web.order.domain.DrugQuantity>,java.lang.Long
com.upachar.web.order.service.OrderService,addOrders,com.upachar.web.order.domain.Order,com.upachar.web.order.dto.OrderDto;MultipartFile[]
com.upachar.web.order.service.OrderService,findOrdersWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.order.service.OrderService,findByUserId,java.util.List<com.upachar.web.order.domain.Order>,java.lang.Long
com.upachar.web.order.service.OrderService,orderWithPrescription,com.upachar.web.order.domain.Order,com.upachar.web.order.dto.OrderDto;MultipartFile[]
com.upachar.web.order.service.OrderService,updateOrder,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderUpdateDto
com.upachar.web.order.service.OrderService,findById,com.upachar.web.order.domain.Order,java.lang.Long
com.upachar.web.order.service.OrderService,deleteOrder,void,java.lang.Long
com.upachar.web.order.service.OrderService,updateOrderStatus,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderStatusDto
com.upachar.web.order.service.OrderService,deleteAllAssociatedWithDrug,void,java.lang.Long
com.upachar.web.order.service.OrderService,deleteAllAssociatedWithUser,void,java.lang.Long
com.upachar.web.order.service.OrderService,findByIdIn,java.util.List<com.upachar.web.order.domain.Order>,java.util.List<java.lang.Long>
com.upachar.web.order.service.OrderService,reorderOrder,com.upachar.web.order.domain.Order,java.lang.Long;com.upachar.web.order.dto.OrderDto
com.upachar.web.UpacharWebApplication,main,void,java.lang.String[]
com.upachar.web.UpacharWebApplication,configure,SpringApplicationBuilder,SpringApplicationBuilder
com.upachar.web.UpacharWebApplication,run,void,java.lang.String
com.upachar.web.user.controller.UserController,findUsersWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.user.controller.UserController,signupUser,com.upachar.web.user.domain.User,com.upachar.web.user.dto.UserSignupDto
com.upachar.web.user.controller.UserController,signupAdmin,com.upachar.web.user.domain.User,com.upachar.web.user.dto.UserSignupDto
com.upachar.web.user.controller.UserController,getUserById,com.upachar.web.user.domain.User,java.lang.Long
com.upachar.web.user.controller.UserController,updateUser,com.upachar.web.user.domain.User,java.lang.Long;com.upachar.web.user.dto.UserUpdateDto
com.upachar.web.user.controller.UserController,deleteUser,void,java.lang.Long
com.upachar.web.user.controller.UserController,checkIfUserCreateable,java.util.Map<java.lang.String, java.lang.Boolean>,com.upachar.web.user.dto.UserValidateDto
com.upachar.web.user.domain.UserRole,getId,java.lang.Long,
com.upachar.web.user.domain.UserRole,setId,void,java.lang.Long
com.upachar.web.user.domain.UserRole,getRole,com.upachar.web.user.enums.Role,
com.upachar.web.user.domain.UserRole,setRole,void,com.upachar.web.user.enums.Role
com.upachar.web.user.repository.UserRepository,findByEmail,com.upachar.web.user.domain.User,java.lang.String
com.upachar.web.user.repository.UserRepository,findByPhone,com.upachar.web.user.domain.User,java.lang.String
com.upachar.web.user.repository.UserRepository,findByEmailAndIdNot,com.upachar.web.user.domain.User,java.lang.String;java.lang.Long
com.upachar.web.user.repository.UserRepository,findByIdNotAndPhone,com.upachar.web.user.domain.User,java.lang.Long;java.lang.String
com.upachar.web.user.service.UserService,addUser,com.upachar.web.user.domain.User,com.upachar.web.user.domain.User
com.upachar.web.user.service.UserService,findById,com.upachar.web.user.domain.User,java.lang.Long
com.upachar.web.user.service.UserService,findByEmail,com.upachar.web.user.domain.User,java.lang.String
com.upachar.web.user.service.UserService,findUsersWithPaging,com.upachar.web.common.dto.PageDto,java.lang.Integer;java.lang.Integer
com.upachar.web.user.service.UserService,signupUser,com.upachar.web.user.domain.User,com.upachar.web.user.dto.UserSignupDto
com.upachar.web.user.service.UserService,validateEmail,boolean,java.lang.String
com.upachar.web.user.service.UserService,validateIfUserIsUnique,boolean,java.lang.String;java.lang.String
com.upachar.web.user.service.UserService,signupAdmin,com.upachar.web.user.domain.User,com.upachar.web.user.dto.UserSignupDto
com.upachar.web.user.service.UserService,updateUser,com.upachar.web.user.domain.User,java.lang.Long;com.upachar.web.user.dto.UserUpdateDto
com.upachar.web.user.service.UserService,validateIfUserIsUpdateable,boolean,java.lang.Long;java.lang.String;java.lang.String
com.upachar.web.user.service.UserService,findByEmailAndIdNot,com.upachar.web.user.domain.User,java.lang.String;java.lang.Long
com.upachar.web.user.service.UserService,findByIdNotAndPhone,com.upachar.web.user.domain.User,java.lang.Long;java.lang.String
com.upachar.web.user.service.UserService,deleteUser,void,java.lang.Long
com.upachar.web.user.service.UserService,checkIfUserCreateable,void,com.upachar.web.user.dto.UserValidateDto
